,Site1,Site2,Site3,Site4,Site5,Site6,Site7
2/5/2001,3539,3841,4228.5,4043.5,3736,4315,4411
2/6/2001,960,2615,2188,3957,3816.5,4169.5,3975.5
2/7/2001,4060,4121,1751,3238,3489,3789.5,4623.5
2/8/2001,3177.5,3385.5,4366.5,4806,4768.5,4703.5,3634
2/9/2001,510,997.5,1353,4528,1527.5,4631,4700.5
2/10/2001,1734.5,2575.5,1729,1305,2731,4765,4754
2/11/2001,1347.5,3003.5,470.5,3637,1979.5,4820.5,4860
2/12/2001,3152,999,2680,1346,676,4677.5,4865.5
2/13/2001,4427.5,3252,1689,2151,2195,2782,3505
2/14/2001,4379,4147,4274,4849,4155,4338,4935
2/15/2001,3498.5,3202.5,4351,4938.5,4840.5,5098,5099
2/16/2001,3254.5,4000,4517.5,4950.5,4898,5125.5,5026.5
2/17/2001,2920.5,742.5,1949,3194.5,3039.5,4065.5,3299.5
2/18/2001,2135.5,1521.5,2921,4284,2031.5,5001.5,5088
2/19/2001,3185.5,2726,980,3203.5,1338.5,4829,4645
2/20/2001,2914,1832,2233,4297,3505.5,5257,5146.5
2/21/2001,3254,1658.5,2034.5,4924,4959,5127.5,5149.5
2/22/2001,1719.5,3210.5,1712.5,4004,3864,4746,4565
2/23/2001,4062,4437.5,2691.5,3923,2802.5,3008,4522
2/24/2001,1557,635,667,1051,1158,2169,3630
2/25/2001,3591.5,3681.5,3604,2224,856.5,1541.5,2559
2/26/2001,4926.5,3872.5,2916,2534,2817.5,2075.5,3611
2/27/2001,5235.5,5050.5,4358.5,2667.5,1076,882.5,1335
2/28/2001,5327.5,5179.5,3006.5,4011.5,947,3547.5,4027
3/1/2001,3709,3385,4816.5,5104,5524,5071,5074.5
3/2/2001,2265,2422,1408,4432,4012.5,4265,4855
3/3/2001,3799,2678.5,3980.5,5573,3450,5743.5,5720
3/4/2001,1381,641,820.5,2103,1477,3846,4626.5
3/5/2001,3153.5,2964,1757.5,4661,1031,5654.5,5402
3/6/2001,5134.5,4080,1934.5,2518.5,4308.5,1274.5,2730.5
3/7/2001,5169.5,5152,4108,4225,5395,2972,4232
3/8/2001,2265,4039.5,5294,5680,3834,5909,5791
3/9/2001,5665,5181,1355.5,5004,4078.5,4703,4718.5
3/10/2001,5824,5622.5,2807,5183,5134,3106.5,3020
3/11/2001,5376.5,5028,3918.5,5941,3277.5,5645.5,5156.5
3/12/2001,5871,5658.5,5790,6207.5,5914,5806.5,6080.5
3/13/2001,5828.5,5572,5955,6198.5,6124.5,6316.5,6306
3/14/2001,5539.5,5379.5,6001.5,6336.5,5861.5,6401,6255.5
3/15/2001,2763,3291,4388,5798.5,5323,6331,6219.5
3/16/2001,5828.5,5686.5,4425,6006.5,5634.5,6107,5688.5
3/17/2001,4783,4881.5,5674.5,5978.5,6069.5,6387,6266
3/18/2001,5877,5718.5,6076.5,6399,6324,6507.5,6445.5
3/19/2001,5547.5,5087.5,5731.5,6526,6404.5,6632.5,6519.5
3/20/2001,3617.5,5129.5,5158.5,5674.5,6103,6257.5,5739
3/21/2001,5004.5,5538.5,4757.5,5689.5,5108.5,6104,5951
3/22/2001,5565.5,5879,5992,6652,4213,6770,6635
3/23/2001,5686,5857,6068,6636.5,4420,6760.5,6693
3/24/2001,5418.5,5010,5776.5,6289,4841.5,6446,6187.5
3/25/2001,5840.5,5798,5032.5,6793,5221.5,6893.5,6864.5
3/26/2001,5800,6211,6337.5,6795,6635.5,6888,6745.5
3/27/2001,5442.5,5913,5936.5,6864,6777,7001,6786.5
3/28/2001,5675,5975.5,6401.5,6821,6065,6765,6699
3/29/2001,6729.5,6591.5,6643,6924.5,5105.5,6877,6701.5
3/30/2001,6666,6550.5,6679,7057.5,6626.5,7138.5,7102.5
3/31/2001,6691,6628,6445,6584,4559,6972.5,6798.5
4/1/2001,5705,6261.5,6323.5,6693,2153.5,6367,6310.5
4/2/2001,5107.5,5658.5,6765,7300.5,6212.5,6974.5,6888.5
4/3/2001,4518.5,6974.5,5784.5,6815,4004,6147,5755
4/4/2001,5596,6568,6626,5316.5,3270,6625.5,6691.5
4/5/2001,7079.5,6901,4856,7164.5,5773.5,4692.5,5770.5
4/6/2001,1789,1908.5,3661.5,6517,5605,6961,7126.5
4/7/2001,2949.5,3955.5,2703,4684.5,4420.5,4194.5,6049.5
4/8/2001,3605,5334,6126.5,7491.5,7296,7582.5,7402.5
4/9/2001,7279,6770.5,4377,5903.5,6989,7537.5,7146.5
4/10/2001,5381,6927,6020.5,7368,7201.5,6900,5499.5
4/11/2001,3277.5,5265.5,1967.5,7305,2834.5,7454.5,7332.5
4/12/2001,6527,6609,5601,7532,6818.5,7567.5,7476
4/13/2001,3381,6285,5710.5,7407.5,7270.5,7501,7382
4/14/2001,6732,6749,6783.5,7353,7055,7448,7303
4/15/2001,6496.5,7061.5,7227,7551.5,7312.5,7695,7591.5
4/16/2001,7025.5,6674,7490.5,7813.5,7691.5,7864.5,7662.5
4/17/2001,6235.5,6805,7086.5,8068.5,7790,8019.5,7765.5
4/18/2001,2036,5102,6662.5,6735,5284.5,5695,4935
4/19/2001,3897,5128.5,3471.5,7743,5962.5,7533,5202.5
4/20/2001,4457.5,2221.5,4389.5,6620.5,5900,6732,7591
4/21/2001,7035.5,7235.5,2243.5,7281,6962.5,6167,5981
4/22/2001,7205,7446,7672,8022,7829.5,8033.5,7820.5
4/23/2001,5290.5,7437.5,7564,7908,7771,7909,7838.5
4/24/2001,7697,7546.5,7649,7962,7830.5,8014,7939.5
4/25/2001,7647,7414,7744.5,8076.5,7820,8135,7841.5
4/26/2001,7873.5,7479,7305,7765,7486.5,8050.5,7948.5
4/27/2001,7609,7322,7750,7958.5,5798.5,7956,7783
4/28/2001,4554.5,6701,5992.5,8040,3126,8048.5,7908
4/29/2001,7833.5,7617.5,7776.5,8082.5,7794.5,8126,7962.5
4/30/2001,7633.5,7655,7809,8129,7722,8051,7778.5
5/1/2001,8132,8026.5,8025,8207,6712.5,8168,8081
5/2/2001,8432.5,8199,8245,8367,7712.5,8200,7895.5
5/3/2001,8279.5,8150.5,8323.5,8557.5,8398.5,8524.5,8328
5/4/2001,8011,7880,8094,8419.5,8187,8400.5,8208.5
5/5/2001,8105.5,7879,7940,8264.5,7954.5,8283,8191.5
5/6/2001,8194.5,7972,7930.5,8296,8073.5,8263,8095.5
5/7/2001,8301,8041,8069,8290,8099.5,8349.5,8142
5/8/2001,8204.5,8061,8071,8355,8053,8387.5,8222
5/9/2001,8146.5,8076.5,8182,8363.5,8073.5,8235,8145
5/10/2001,8343,8087.5,8207.5,8514.5,8073.5,8375.5,8116
5/11/2001,8313.5,8041.5,8145.5,7946,6978,8104.5,7859
5/12/2001,8033.5,6659,3936.5,1937.5,5218.5,4736.5,5988.5
5/13/2001,8301.5,7973,7724.5,8313,6667.5,8307,8182
5/14/2001,4712.5,6885.5,7974,8498,6309.5,8516,8373.5
5/15/2001,2202.5,5239.5,7122.5,7586.5,6576.5,8099.5,8458
5/16/2001,8238,8200.5,8045.5,8353,6478,8467,8456
5/17/2001,8242,8177.5,8230.5,8317.5,7488,8422.5,8201
5/18/2001,8650,8325.5,8022.5,8445.5,4392.5,8313.5,6637.5
5/19/2001,8679,8405.5,8236.5,7399,5092.5,7825.5,7319.5
5/20/2001,8679,8423.5,8451.5,8646,3893.5,8365,8109.5
5/21/2001,8727,8439,8396.5,8721,3429,8575,8354.5
5/22/2001,8753.5,8203,8266,8685.5,7410.5,8677.5,8556
5/23/2001,8621.5,8383.5,8286.5,8703,8201,8712,8596
5/24/2001,8656.5,8227,8312.5,8513,5155,8556.5,8418
5/25/2001,6705,6973,8431,8667,7914,8664,8401.5
5/26/2001,8858,8509,8536.5,8804,3875,8379.5,8228.5
5/27/2001,8661.5,7901,8495.5,8622.5,4095,7494,7096
5/28/2001,8578,8354.5,8561,8629.5,8085.5,8562,8372.5
5/29/2001,8896.5,8582.5,8540,8634.5,8380,8399.5,7878.5
5/30/2001,8809,8624,8516.5,8727.5,8018,8580,8336.5
5/31/2001,8979.5,8682.5,8586.5,8872.5,7831,8693,8494
6/1/2001,7782,7237.5,8399,8655,5588.5,8595,8391.5
6/2/2001,8918.5,8456,8791.5,8833.5,3064,8561.5,8170.5
6/3/2001,9173.5,8855,8803.5,9024,7580,8922.5,8648.5
6/4/2001,8769.5,8784.5,8819,9073,8430,8930.5,8696.5
6/5/2001,8312,8562,8735.5,8930,6968.5,8801.5,8524
6/6/2001,9016.5,8779,8899,8881.5,7988.5,8762,8547
6/7/2001,9116,8869,8917.5,8914,7861.5,8775.5,8583
6/8/2001,9044,8837,8966.5,8729.5,7976,8716.5,8634.5
6/9/2001,9117.5,8841,8983.5,8934.5,8111.5,8992.5,8853
6/10/2001,8360.5,8740.5,9006.5,9093.5,7523.5,9123,8949
6/11/2001,7272.5,7458,8407,9024,8267.5,9036.5,8833
6/12/2001,9230.5,8849,8721,8836,6547,8742,8511
6/13/2001,9257.5,9083,9063,9143.5,8074,8954.5,8654
6/14/2001,9164,8948.5,8975,9075.5,8747,9087,9043
6/15/2001,9149.5,8858.5,8965.5,9035,8646,9130,8994
6/16/2001,8854,8867,8877.5,8991.5,8663,8947.5,8835.5
6/17/2001,9098,8026,8885.5,9100,8761,8960.5,8643.5
6/18/2001,9074.5,8840.5,9113.5,9193.5,8737,8917,8602
6/19/2001,8976.5,8805,8880.5,9157.5,8878,8953.5,8512.5
6/20/2001,8960,8701,8572,8998,8729,8511.5,7288
6/21/2001,9085,8745,8598.5,8541.5,8351.5,7556.5,7108
6/22/2001,9130.5,8880.5,8423,8475.5,8312.5,7667.5,5736.5
6/23/2001,9130,7418.5,8752.5,8543.5,8341.5,8414.5,8138
6/24/2001,7601.5,7994.5,8459,8666,8630,8332.5,6870
6/25/2001,4715,3942,8722,8541.5,8758,6915.5,3030.5
6/26/2001,2469,5438.5,8353,8528.5,7946,8423,8681
6/27/2001,2652.5,2132,8873.5,9100.5,8786.5,9056,8848.5
6/28/2001,9121,8274.5,8810.5,9118,8761,9088.5,8787.5
6/29/2001,9126,8776.5,8782.5,9131,8751.5,8862.5,8618
6/30/2001,8805.5,8401.5,8888.5,8862.5,8458,8559.5,7771.5
7/1/2001,9013,8887.5,8291.5,8582.5,8156,8176,8104
7/2/2001,9027,8577,8346,8332,7600.5,7674,7935.5
7/3/2001,6938.5,7449,7786,7249,7387,6206,6635
7/4/2001,6909.5,4773,4959.5,7535,5566.5,8059,7889
7/5/2001,8823,8487,7829.5,6044.5,4483,5354,4700.5
7/6/2001,8830,8391.5,4042.5,5202,4119,5746,6583.5
7/7/2001,7803,7451,6395.5,6085,7301.5,7711,7728.5
7/8/2001,8830.5,8493.5,7997.5,8419.5,8168.5,7330.5,6595
7/9/2001,8015,8173,7716,8382.5,8201.5,7919.5,7256
7/10/2001,7350,8118,8276.5,8500.5,6728.5,8644,8302.5
7/11/2001,8350,8460,8575.5,8897,7942.5,8916,8481
7/12/2001,8500,8677,8601,9026,8717,8818.5,8178.5
7/13/2001,8980,8680.5,8258.5,8968.5,8706,8466,7547
7/14/2001,8710.5,8575,8713.5,8828,7963.5,8542.5,7985.5
7/15/2001,8616.5,8458,8596,8762,7404.5,8884,8926
7/16/2001,7636,7861,8294.5,8794,7627.5,8922,8700
7/17/2001,8547.5,8440,8415.5,8648.5,8119.5,8849,8630.5
7/18/2001,7746,8371,8471.5,8653,8342.5,8849.5,8454.5
7/19/2001,7698,8428.5,8500,8782,8446,8780.5,8313.5
7/20/2001,8744.5,8443.5,8522,8774,8305,8937.5,8578
7/21/2001,8699.5,8499,8570,8848.5,8381,8928.5,8588.5
7/22/2001,8604.5,8459.5,8661.5,8809.5,8334,8946,8675
7/23/2001,8169.5,8280.5,8335,8811.5,8088,8854.5,7994
7/24/2001,8483.5,8206,8180.5,8534.5,7543.5,8778.5,8667
7/25/2001,8495,8134.5,8023,8538,7337.5,8608,8391.5
7/26/2001,8598.5,8300,8160.5,8336.5,8014,8371.5,8350
7/27/2001,8627,8379.5,8384.5,8399.5,7313,8411.5,8121.5
7/28/2001,8533.5,8379.5,8388,8389,7364.5,8250.5,7958
7/29/2001,8333.5,8227,8431,8501,7374,8081.5,7503
7/30/2001,6442.5,7937.5,8169.5,8573,7151.5,8364,7786
7/31/2001,8395,8057,8140.5,8261,6911.5,8372.5,8316.5
8/1/2001,8385,8204.5,8197.5,8412.5,6698.5,8214.5,7660
8/2/2001,8461.5,8211,8090.5,8007.5,7285,7967.5,7745.5
8/3/2001,8395,8136.5,8153.5,8436.5,7038.5,8273,7965
8/4/2001,7945,7859.5,8291,8491.5,7822.5,8377.5,8082
8/5/2001,8246,7982,8214,8245,8134.5,7176,5301
8/6/2001,8307,7996.5,7597.5,6881,7605.5,7606.5,7472.5
8/7/2001,7893,7619.5,7633.5,7497,7662.5,7649,6174
8/8/2001,7803.5,7545.5,7635,7030.5,7576.5,7118.5,5764.5
8/9/2001,7847,7677.5,7695.5,7891.5,7031.5,6519.5,5239.5
8/10/2001,7991,7958.5,7817.5,7903.5,7406,7516,7306
8/11/2001,7914.5,7936.5,7737.5,7926,7639,7366.5,7167.5
8/12/2001,7085,7646.5,7885.5,7793,7357.5,7166,3575.5
8/13/2001,7935.5,7905,7918,7840.5,7752,7228,7330
8/14/2001,8168.5,7915,7995,7913,7815.5,7522,7421
8/15/2001,8092.5,7677,7846.5,7801,7652,7616,7322.5
8/16/2001,8064,7777.5,7792,7850.5,7566,7621.5,7244
8/17/2001,6853.5,7371.5,7640.5,7714,7437.5,7370.5,6327.5
8/18/2001,7786.5,7630,7641.5,7623.5,7343.5,7142,6501
8/19/2001,7432.5,7335.5,7557.5,6793,6654.5,7082.5,7046.5
8/20/2001,7705.5,7267,7592.5,7662,7448,7555.5,7358.5
8/21/2001,7471,7302,7588.5,7774,7014,7742,7205.5
8/22/2001,6476.5,7353,7506,7715.5,6219.5,7716.5,7519.5
8/23/2001,6806,6340,7549.5,7801,7122,7652.5,7541.5
8/24/2001,7459,7452.5,7511.5,7692.5,7480.5,7562,7435.5
8/25/2001,7475.5,7329.5,7377.5,7524.5,7387,7613.5,7514
8/26/2001,7459.5,7317.5,7401,7579,7260,7665.5,7537.5
8/27/2001,7377,7272.5,7326.5,7639.5,7365.5,7537.5,7432
8/28/2001,7351,7240,7062.5,7456,7079,7539.5,7297
8/29/2001,7152,7047,7227,7354.5,5576.5,7609.5,7176.5
8/30/2001,7062,6864,6986.5,7424.5,6170.5,7575.5,7334.5
8/31/2001,6746.5,6798.5,6990,7389.5,6963.5,7427,7184
9/1/2001,6959,6917,7021.5,7253,6935.5,7024.5,6718
9/2/2001,7043,6931.5,6943,6117,6848,6747.5,5476
9/3/2001,7075,6931.5,6306.5,5455.5,4624.5,5993,6947.5
9/4/2001,6940,6804,6814,7104.5,6378,7173,7132
9/5/2001,6999,6825,6982,6989.5,6040.5,6199,6736.5
9/6/2001,6915.5,6975.5,7036.5,7344,4514,7389,7175
9/7/2001,6949.5,6845.5,6908,7243,4529,7257,7103.5
9/8/2001,6959.5,6609,6760.5,7140,5653,7160,7037.5
9/9/2001,6561,6363,6729,7065,3861.5,7099.5,6935.5
9/10/2001,5829.5,6448,6663.5,6917,5463.5,6953,6777
9/11/2001,2204,5010,4300,4486,4964.5,6798,6406
9/12/2001,2770,6208.5,6617,6860.5,6871,6883,6581.5
9/13/2001,2546.5,6168,6759.5,7002,6831,6830,5440.5
9/14/2001,5243,6187.5,6675,6821,6767.5,6271,6075
9/15/2001,5849,6175.5,6607.5,6879,6690,5898,6372.5
9/16/2001,6116.5,6044,6442.5,6763.5,6464,6914,6501.5
9/17/2001,5709.5,6019,6382,6661.5,6153,6781,6715.5
9/18/2001,6105,6049.5,6319.5,6587.5,5799,6643,6477
9/19/2001,6139.5,6003.5,6201,6571.5,5844.5,6541.5,6131.5
9/20/2001,6150,6072,6232,6589.5,5586,6567.5,6431.5
9/21/2001,6108.5,5941.5,6158.5,6519.5,6309,6757.5,6564.5
9/22/2001,5716.5,4838,5781.5,6500,6314,6657.5,6529
9/23/2001,4852,4668,5213,6403.5,5842.5,6539,6491.5
9/24/2001,3998.5,3822.5,5798.5,6135.5,6102,6169,6087
9/25/2001,3543,5762,5942,6184.5,6134,6199,6129
9/26/2001,5666.5,5687,6065.5,6330,6252.5,6244.5,6301.5
9/27/2001,5024,5191.5,5997.5,6128.5,6152,6139.5,5973.5
9/28/2001,4659,5578.5,5841.5,6225,6140.5,6184,5730
9/29/2001,5683.5,5680,5860,6207.5,6142,6173,5957
9/30/2001,5622.5,5580,5675,5745.5,5325.5,5737,5661
10/1/2001,5414.5,5359.5,5433,5403,5528,2826,2263.5
10/2/2001,5489,5367.5,5513,5717.5,5602,5677.5,5321.5
10/3/2001,5464.5,5360,5503,5801.5,5060.5,5552.5,5538
10/4/2001,5320.5,5323,5486,5754.5,5303.5,5717,5578
10/5/2001,4474,5157.5,5225,5404.5,3507.5,5388,5620
10/6/2001,4853.5,5012,5144.5,5265.5,4421,5486.5,4505.5
10/7/2001,4447,4824,5223.5,5485.5,5067,3965,4669.5
10/8/2001,4725,4671.5,4958.5,5421.5,3354,5591,5069.5
10/9/2001,5167,5161.5,5379.5,5607,4605,5409.5,4776
10/10/2001,4513.5,4838,5203,5693.5,5542.5,5781.5,5627
10/11/2001,3809.5,3823.5,4031,4752.5,4665,5178.5,5359.5
10/12/2001,4929.5,4887.5,5130,5453,5336.5,5620.5,5548
10/13/2001,4959,5073,5254.5,5551,5433,5668.5,5600
10/14/2001,4502,4219.5,4812.5,4840.5,5106.5,5342.5,5011.5
10/15/2001,3818,3957.5,4496.5,5017,4691.5,5363.5,5456.5
10/16/2001,3915,3441,4360,4783,4720.5,4845,4600.5
10/17/2001,3976,3883,4463,5271,5253,5395,4747
10/18/2001,4659.5,4660.5,4838.5,4888,5022,5312.5,5105
10/19/2001,3988.5,3580.5,3880,4178,3860.5,4815,4771.5
10/20/2001,3640.5,3574,4428.5,4526,3587.5,4834.5,4589
10/21/2001,4110,4356.5,4097.5,2913,2381,3819,4311
10/22/2001,3902.5,4184.5,4624.5,4935,3961,5114.5,5051
10/23/2001,4501.5,4508,4648.5,4896,3804.5,5009,4915.5
10/24/2001,4052.5,4393,4075.5,4470,4163,5078,4918
10/25/2001,4223,3485.5,4585.5,4494.5,4462.5,4833,4857.5
10/26/2001,4232,4118.5,4242.5,4825,4422.5,4950,4814
10/27/2001,2839,3057,3634,3997.5,3708.5,4719,4413.5
10/28/2001,1703.5,2441,4135.5,4588.5,2710.5,4558.5,4548
10/29/2001,1541,2292,2958,3598,3422,4243.5,4269
10/30/2001,860,1963.5,913,1142.5,1352,3432.5,3768
10/31/2001,1578,3883,4220,4550.5,4043.5,4484.5,4474
11/1/2001,3915,3362,3822.5,4555,4225.5,4680,4656
11/2/2001,3138,3688.5,3503.5,4383,2400,4599.5,4574
11/3/2001,3835,3821.5,3910,4391,4189,4466.5,4302.5
11/4/2001,3759.5,3785,3206,864.5,1835,1981.5,1625
11/5/2001,3717.5,3787,3880,3599,4085.5,4200,4062
11/6/2001,2781,3175.5,3846,4188.5,3493,4289,4247
11/7/2001,3721.5,3763,3983.5,4267.5,3759,4299,4232.5
11/8/2001,3628,3677.5,3954.5,4216,4013,4280,4241.5
11/9/2001,2901.5,3174.5,3760.5,4162,3864,4252,4098.5
11/10/2001,2536.5,2468.5,3267.5,3842,2453,4126,4078
11/11/2001,956.5,1941,2464.5,4056,1498,4188.5,4112.5
11/12/2001,490.5,425,1745.5,3707.5,1760.5,3499.5,3496.5
11/13/2001,1161,1818.5,3253.5,4039.5,4085,4204.5,4088.5
11/14/2001,1933.5,2854.5,1823,3972,4001,4142,3999
11/15/2001,2595,2213,3577.5,3985,4004.5,4143,4082
11/16/2001,1086.5,1857.5,3065.5,3621.5,3583,4055.5,3995
11/17/2001,2535.5,2889,3619,3236,3234.5,3184,3463
11/18/2001,1787,2867,2599,3963.5,3779,3757,3353.5
11/19/2001,1510,1652,2920.5,3897.5,3635,4008.5,3912.5
11/20/2001,441.5,1504.5,1300,2915.5,2584,3822.5,3632.5
11/21/2001,461,604.5,2151.5,2943.5,2698,3672.5,3568
11/22/2001,1163.5,2276,1495,2429,2915.5,2647.5,2669
11/23/2001,1184,1526,2183.5,3674,3609.5,3868,3757
11/24/2001,408,2412,826,2143.5,659.5,2800.5,3027
11/25/2001,970,2390,2162,2927,3074,2963.5,3142
11/26/2001,2950,2824.5,3417,3679,3254,3785,3742.5
11/27/2001,2396.5,3144.5,3323.5,3792.5,3815,3915,3903.5
11/28/2001,703,738.5,926.5,2390.5,2836,2917.5,3265
11/29/2001,1629,2145.5,1175.5,1330.5,834,1812,671
11/30/2001,1117,1886,3136.5,3499,3561.5,2932,3162
12/1/2001,390.5,478,690.5,3323.5,3026.5,3633.5,3646.5
12/2/2001,438,1513,235.5,1945.5,1619,2490,3354.5
12/3/2001,1553,2063,2459,2375.5,3215,3548,3471
12/4/2001,1830.5,2655,1218,3557,3584.5,3441.5,2941.5
12/5/2001,949,679,1254.5,3124.5,3325.5,3458.5,3665.5
12/6/2001,1647,1843.5,2905.5,3401,3376,3394,3502
12/7/2001,2604.5,2464.5,2924.5,3445,3563.5,3619.5,3616.5
12/8/2001,2574.5,1867.5,2601,3288,3366.5,3036.5,3713.5
12/9/2001,2752.5,2587.5,2095,3246.5,3307,3626,3539.5
12/10/2001,2397,2713.5,842.5,2814.5,2231,3124.5,3315
12/11/2001,2248.5,2334.5,2817.5,3439.5,3490.5,2888,1252
12/12/2001,2133.5,2250,3081,3441.5,3509,3469,3247.5
12/13/2001,869,1692.5,2781,3374,3382,3523.5,3417.5
12/14/2001,2401.5,2785.5,782,1940,770.5,2830.5,2850
12/15/2001,2311.5,2510.5,3028.5,3455.5,3474,3593,3531.5
12/16/2001,1053,1082.5,2283,3376,3462.5,3570,3610.5
12/17/2001,2145.5,509,1682,3282,3017.5,3239.5,3539.5
12/18/2001,635,1659.5,2325.5,3289.5,3463.5,3552,3572.5
12/19/2001,1465,1037,1755.5,3141.5,3383.5,3589,3548.5
12/20/2001,1260.5,788,1758.5,2982,1748.5,2638,2846.5
12/21/2001,2050,1825,1899,2108.5,1349.5,3013.5,3443.5
12/22/2001,1394,1013,769.5,3162.5,3222,3288,3498
12/23/2001,2537.5,1374.5,2022,3271,3317,3021.5,3420
12/24/2001,2557,1657.5,2470.5,3391,2680,3600,3579
12/25/2001,1557,1209.5,2327,3403,3277,3581,3703
12/26/2001,1335.5,1222,1935.5,2967,2824.5,3544,3507.5
12/27/2001,1410.5,1007.5,2028,1799,2350.5,2561.5,2784
12/28/2001,750,309,646,2105.5,1752.5,1741.5,1887.5
12/29/2001,2224.5,594,479,1177.5,751,944,1451.5
12/30/2001,891.5,567,1042,1467.5,1636.5,2821.5,3245.5
12/31/2001,2179.5,903,2573,3350,1791,3492,3475.5
1/1/2002,618.5,524,1128,2527,2244.5,3133,3277.5
1/2/2002,754.5,932.5,668.5,2677.5,1979.5,3015.5,2918
1/3/2002,2851,1937.5,2472.5,3392.5,2784.5,3474,3200.5
1/4/2002,2289,1944,1867,3495,3076,3624,3584
1/5/2002,974,574.5,2561.5,2895.5,3272.5,3335,3436
1/6/2002,965,1379,1660,3087,2982,3183.5,3270.5
1/7/2002,1963,1318,2228.5,2714,2636,2995.5,2851
1/8/2002,1381.5,1237.5,1744,3275.5,3076,3596,3521
1/9/2002,2667.5,2505.5,781.5,3438,3406,1797.5,2362
1/10/2002,2790.5,2534,3268.5,3693,3729.5,3806.5,3709.5
1/11/2002,1974.5,1146.5,3330,3630,3767.5,3799.5,3760
1/12/2002,2917,826.5,1558,2878,3572,3688.5,3764.5
1/13/2002,3016.5,2562.5,1774.5,3543.5,3788,3918,3882.5
1/14/2002,2384,2025.5,918.5,3330,3021.5,3556.5,3521.5
1/15/2002,3110.5,3199.5,435.5,2713,1305,2090.5,1539
1/16/2002,3084,3244,3446,3844,2794,3916.5,3771
1/17/2002,3108.5,2801.5,2925.5,3869,3872.5,4123.5,4037.5
1/18/2002,3066.5,3231,3533,3934.5,3606.5,4072.5,4048.5
1/19/2002,2338.5,2157.5,3553,3393.5,3054.5,2504.5,3393.5
1/20/2002,2229.5,2751.5,3447.5,3874.5,3947.5,4079.5,4072.5
1/21/2002,686,1333,3389.5,3809,3915,4052,4070.5
1/22/2002,2489,3280.5,3609.5,3308.5,3299,4031,3886
1/23/2002,3246,3416,3765,4130.5,4155.5,4248.5,4204
1/24/2002,2804,3214,3751,4090.5,4151.5,4240.5,4287.5
1/25/2002,1140.5,2432,3611,3739,3533,3840.5,4135
1/26/2002,620,1011.5,1779,3304.5,3074.5,3456.5,3814
1/27/2002,3067,2948,469.5,2097.5,860,3438.5,3744.5
1/28/2002,1357,1995,1589,2862.5,3650,3455.5,2380.5
1/29/2002,3716.5,3681,1525.5,4196.5,3910.5,3627.5,4051.5
1/30/2002,3667.5,3701.5,2910,4450.5,4463.5,4593.5,4486.5
1/31/2002,3262,3343.5,3963,4253.5,4343.5,4423,4502.5
2/1/2002,2941.5,3470.5,3218.5,3796.5,3736.5,3804.5,3585.5
2/2/2002,3823,3758.5,4065,4484,4494.5,4654,3783.5
2/3/2002,3885.5,3787.5,4102,4332,4561.5,4655,4562
2/4/2002,3840.5,3992.5,4291,4601,4647.5,4710,4621
2/5/2002,3780,3458,4344.5,4635,4741,4821.5,4748
2/6/2002,3641,3251.5,4328,4685.5,4612,4867.5,4776.5
2/7/2002,862,1227.5,3215.5,4453.5,4439.5,4774,4672.5
2/8/2002,4114,4065,3574.5,4437.5,4135,4713.5,4466.5
2/9/2002,4000.5,4149,4333.5,4744,4814,4891.5,4949
2/10/2002,4012,4028.5,4473.5,4938,4971,5047,5019
2/11/2002,3701.5,3636.5,3592.5,4625,4918,5098.5,4986
2/12/2002,4195.5,3885,3816,3849,4762,4981.5,4853
2/13/2002,3023,1142,2216,3647,3514.5,3938,3860
2/14/2002,4341,4067,4392.5,4637,4106.5,4527.5,4217
2/15/2002,2935,2136,2564,4305.5,4454,4367,4468.5
2/16/2002,2330.5,2594.5,3525.5,4079.5,2594.5,4703,3740
2/17/2002,3088.5,3030,1376.5,3519.5,3005,2715.5,2205.5
2/18/2002,2105,3352,3492,5104.5,4702,5261,5202.5
2/19/2002,1692,754.5,2170.5,4664,4846,5095.5,5209.5
2/20/2002,3064.5,3745.5,3147.5,5153,5212,5281.5,5279.5
2/21/2002,4127,3690,4515.5,4913,5093,5325.5,5386
2/22/2002,4187,3563,4080,5174,4890,5458,5453.5
2/23/2002,2075,4467.5,4520,5135,5190.5,4135,3906.5
2/24/2002,4968.5,4886.5,5067,5549,5479,5541,5407
2/25/2002,5092.5,4911.5,5160.5,5568,5448,5631.5,5596.5
2/26/2002,4945.5,4096.5,4573,5315,5335,5689,5797.5
2/27/2002,5085,4622,4619.5,4339.5,5061,4717.5,4839
2/28/2002,5279.5,5105.5,5336,5679,4405,5728,5613.5
3/1/2002,5327.5,5123,5270.5,5845,5431,5960,5865.5
3/2/2002,5413.5,5272,5463,5908,5771.5,5976.5,5947
3/3/2002,5383.5,5115,5462,5996.5,6009,6144,6142
3/4/2002,4941,5027,5567,6038,6015,6229,6145.5
3/5/2002,3479,3207.5,5212,5774,5498,5832,5698
3/6/2002,969.5,2468,885.5,3921,3901,4943,4880.5
3/7/2002,2111.5,3741,2901,5580,4301,5512.5,4424
3/8/2002,5633,5504,3967,5845.5,5553.5,6207.5,6136
3/9/2002,3629,3508.5,4435.5,5181.5,5289,6035.5,6079
3/10/2002,2414.5,3863.5,3259.5,5339.5,5938,5908.5,5511.5
3/11/2002,4737.5,4184.5,5288,5978.5,5952.5,6218,6186
3/12/2002,3272.5,1789,4793.5,5352,5301,6257,6131
